Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Sentiment,user_review_count,product_review_count,vader_score,vader_sentiment,bert_sentiment,emotion,sarcasm,comprehend_sentiment
410698,B000G9VEBO,A2M10P5VJUG4VD,"Rodney Holmes ""fredrod""",0,0,5,1337126400,very handy,mix this in with some fresh popped popcorn(the stovetop kind not microwave) and get ready to enjoy a sweet treet without all the fat and calories. very tasty with a mild sweetness.,positive,2,8,0.9485,positive,positive,joy,de,POSITIVE
334486,B0029NV4N8,A5K8V4H5ECQCV,D. Palmer,1,1,5,1302393600,Muffin's Favorite,"We have a very picky cat who adores these snacks.  It's hard for us to find these locally.  The bags are large, or huge compared to the ones our WalMart sometimes carries, and much less expensive too.  Thanks to Amazon subscribe and save - Muffin reliably gets her snacks, so we're all happy.  If your cat loves chicken flavored anything, try these.",positive,7,14,0.9565,positive,positive,joy,normal,POSITIVE
299124,B001E5305C,AFMB9JPLQNWVT,Karen Edwards,0,0,4,1259712000,A little tough,I bought these for dried fruit bread.  It takes a lot of chopping to get them to the size that the food processor can handle.  The apples are a little tough to cut.  I found that buying the fruit bits saved me time and energy.,positive,14,12,0.4323,positive,negative,neutral,de,POSITIVE
199102,B000E4C2MQ,ANCOMAI0I7LVG,Andrew Ellington,0,0,5,1347840000,The perfect breakfast bite...,"It's no secret that I love breakfast foods.  I'll eat them throughout the day and love to snack on these bars when hungry.  My wife picked these up over the weekend, and I've become addicted.  I love the flavor of pumpkin.  It reminds me of Autumn, which is my favorite time of year, and these earthy bars are layered with those warm flavors of Fall, so much so that I'm debating eating another one right now.  The right hint of spice and the right amount of pumpkin flavor make for a really nice bite.  Some have balked at the sugary sweetness, but I didn't find that alarming at all.  It was sweet, sure, but not too much at all.  I also love a chewy granola bar, so I was really happy with the texture of this product.",positive,62,26,0.9856,positive,positive,joy,de,POSITIVE
336067,B0049D5L30,AA2XRSU4OIGQX,Oscar-Hock,0,0,5,1344729600,Great taste and doesn't get soggy!,"This cereal is very good tasting and doesn't get soggy.  Not too many raisins to help keep the carbs down, but just enough for good taste. Also, it's nutrious and high in fiber, but not too much to decrease taste. I highly recommend this cereal.",positive,1,15,0.8764,positive,positive,joy,de,POSITIVE
264504,B000FL22DM,AGNW1T6FLPSOC,2bkalm..,0,0,2,1325203200,they changed it..,"at first I tasted it was looking for somekind of explanation why it didn't knock my socks off like it usually does .. the black tea taste is a bit stronger and the herbal taste is a bit weaker... I noticed it's ''made in China"" I can't say if it was made in China before but it really doesn't taste the same ... still O K but for the higher price,it's not worth it for OK tea..",negative,3,16,0.5424,positive,negative,neutral,normal,MIXED
548185,B001PNM44G,A1YP92A3T92688,Kyle,2,3,5,1323993600,Awesome,"I love poptarts. I love this flavor poptarts. Success. Everything came as planned, although when I first ordered they got lst in the mail but I was overnighted a replacement package once I complained.",positive,1,9,0.4588,positive,positive,joy,de,POSITIVE
307224,B002GWMGV6,A3UP8N4590K0UP,Harley Dude,0,0,2,1323648000,This is not the Highlander Grogg I know.,I have been drinking various Highlander Grogg coffees since the early nineties and this is not it. The HG I have come to know has a very recognizable caramel-butterscotch-rum-nutty flavor. This coffee just tastes like coconut flavoring was roasted in. Luckily for this vendor my wife likes coconut-flavored coffee.,negative,3,12,0.8225,positive,positive,neutral,de,POSITIVE
127305,B005VOONKI,AIEEK7AHXKZCC,BeatleBangs1964,0,0,5,1332374400,For the Coffee Hound,"While I am no fan of coffee, other members in my household love it.  This got rave reviews.<br /><br />This looks like it comes in a tea bag.  It's easy to make; you just brew it for a few minutes and wring it out.  You can make it the way you make tea by applying the bag concept.  This was a big hit with the coffee hounds.<br /><br />.",positive,51,288,0.8243,positive,positive,neutral,de,POSITIVE
532836,B0009F3SFA,A86KJ1MNLC6HX,Dearington,2,2,5,1235520000,"It works and is tasty, too","I work outside the house and was having trouble keeping my milk supply up with just pumping during the day.  I have been drinking this tea for four months now and am very happy with it.  I notice a difference in the volume of milk I produce on days I don't drink the tea vs days I do drink the tea, so I am convinced that it works.  For it to work though I have to drink it as directed, which means about 3 cups a day.  Fortunately it tastes good.",positive,1,61,0.7996,positive,positive,joy,normal,POSITIVE
191919,B000Q5X876,A1QRB7JN7Y3YF1,MobileMaven,0,1,5,1220227200,"Tasty and Nutritious, now that's a a big win!","I love that it's organic and all natural.  These are so tasty, we ran through the 18 pack in a day or two.  Great for anyone that is on a busy shcedule, but still wants to eat healthy snacks.",positive,4,176,0.8573,positive,positive,joy,de,POSITIVE
513114,B004K9L4PC,A36BCC846UFXRQ,"Ryan Hamilton ""...""",4,4,5,1311984000,The BEST dark chocolate cake ever. . .,This was the first time I used this product and the cake I made turned out perfect.  I used this recipe: [...]  The only thing I did differently was use a rectangular pan and baked it for ten minutes later.  I refrigerated the cake overnight and the next day had the BEST dark chocolate cake ever.  Everyone who tried it said it was absolutely amazing.  I am definitely going to purchase Black Onyx Cocoa Powder again as well as discover more recipes.,positive,1,2,0.9554,positive,positive,joy,normal,POSITIVE
132128,B000CQIDHE,A1BNIYT6VNCDNR,dAndte,0,0,5,1313193600,Wonderful,"I love this tea.  It has a sweet aftertaste, gives me the satisfaction of just eating a piece of black licorice.  Which I love by the way, but can't have the sugar.  Its wonderful.",positive,12,170,0.9217,positive,positive,joy,normal,POSITIVE
537735,B005GZ1MC4,A1CYTRPY1NJ2YL,T.K. Perry,0,0,5,1334534400,Best GF chocolate chip cookies I've found!,"Gluten-free almost never tastes as good as gluten products, but I think these are as good as or better than Chips Ahoy.  If you've been on a gluten-free diet for a while, these taste perfectly amazing.  If not, they're still good!",positive,4,5,0.953,positive,positive,joy,de,POSITIVE
339965,B000FGHEGW,A1KXEXT46GJH4R,Dennis Winfield,0,1,5,1322524800,Hot Cocoa Mix,"Swiss Miss Rich Chocolate hot cocoa mix is my favorite for the holiday season. I usually add my own marshmallows, and use twice the recommended amount of hot cocoa powder. Whipped cream is good too when I remember to buy it. If you can't find Rich Chocolate in the store, the other Swiss Miss options are pretty good too.",positive,1,8,0.9322,positive,positive,neutral,de,POSITIVE
357892,B001GCTTRQ,ASSKNUG7SHUA1,D. Walsh,3,4,3,1305072000,Sage Tea - helping with hot flashes,"When I bought the first box I had a cup of tea every night and thought the hot flashes subsided a bit, so I bought another box.  The second box, not so much.  I am not sure if the tea builds up in your system and stops working or if it is just me.  The tea does not have a bad taste, doable for its purpose.  Sage tea has been recommended by many as a means of cutting down hot flashes, vs taking meds that can be linked to cancer.  Give it try, it might work for you.",neutral,25,171,-0.5875,negative,negative,neutral,normal,MIXED
64196,B000KKQNJM,A1DE1QCMR1L49J,jean mackay,1,1,2,1260057600,Don't buy this for $24.00!!!!!!,I bought this 'deluxe model' for $24.00 (not including shipping which made the grand total over $29.00).  I walked into Target the other day and saw the exact same kit for $9.00!  The product is fine but I feel completely ripped off...don't buy it through Amazon.com...go to Target!  I wish I had read the reviews before purchasing.,negative,1,77,0.7604,positive,negative,sadness,de,MIXED
405247,B005K4Q4LK,A35NA371SV1PAH,J. Jones,1,1,3,1330041600,Too sweet,"Not enough coffee flavor and definitely to sweet.  It had good flavor, but I am just not used to the amount of sugar it had in it and I add a half cup of regular coffee to it to tone it down.  I wish I had realized that it contained sugar and cream, if I had I think I would have chosen something different and been a lot happier with the purchase.  Kids should love this coffee drink though....",neutral,7,541,0.9625,positive,negative,neutral,normal,MIXED
507644,B000HGA782,A8I23ZC5LE5RZ,TreeburnerCT,0,0,5,1349568000,Really good,"Used to buy these all the time at the small general store near my old home in Vermont.  Upon moving back to Connecticut, I could never find these!  Finally thought to look on Amazon, and not only are they just like I remembered, they're WAY cheaper buying in bulk!<br /><br />Actually, not just like I remembered - these are way more moist and tasty than when I used to buy them.  I assume the ones in the store were probably old and stale which is why they were more like leather in their consistency, while these are like thick fruit rollups.<br /><br />Will definitely be buying these again!",positive,2,37,0.8738,positive,negative,surprise,de,POSITIVE
413918,B0026KPDG8,A16OMJ59K9IIV2,???,0,0,5,1264118400,love these chips,I really do recommend Pop Chips.  If you are looking for the 100 calorie snack this is it.  They taste great.,positive,12,562,0.7832,positive,positive,joy,de,POSITIVE
534923,B005PXZ6JM,A35H9LCH1270MX,reen504,0,0,5,1324080000,Love 'em!,I loved these bags when I was breastfeeding. The are so much better than the Lansinoh brand. They hold more volume and the material is stronger (will not bust in the freezer).,positive,1,158,0.8651,positive,positive,joy,de,POSITIVE
424185,B000MGOZEO,A1FXAD4OP1FMRR,Sam,7,7,4,1236729600,"Great, but...","So this stuff taste great. It feels a lot better mentally knowing that it's a natural product and has roughly the same consistency/viscosity as real sugar/sugar crystals. There is one caveat with this product, you will likely have diarrhea until you get used to it. If you use this for coffee like myself and you like to have that coffee before work or something, i would advise you to use it when you won't have issues with that. Supposedly this will stop once you develop some kind of tolerance, but i can't vouch for that since i've used it for the last few days. Other than that i think this is a great alternative to real sugar and the chemicals in other artificial sweeteners.",positive,5,56,0.9225,positive,negative,neutral,de,MIXED
228997,B00015UC52,A2T93OAE5X8E37,Elaine Toole,6,8,5,1240272000,Hard to Find Item,"I have been looking for Instant Clear Jel for about a year. I finally found it at Berry Farms. The Instant Clear Jel works just like the recipe says it will. (I made Almond Mayonnaise with it - healthy, with no fat except the almonds). Very happy to find the Instant Clear Jel.<br /><br />It was about 3 weeks after I placed the order before I received it.",positive,1,16,0.9299,positive,positive,joy,normal,POSITIVE
